sr	['sr', 'sr manager', 'sr engineer', 'sr executive', 'sr software engineer', 'sr consultant', 'sr vp', 'sr associate', 'sr analyst', 'sr accountant', 'sr officer', 'sr sales executive', 'sr tech', 'sr account manager', 'sr vice president', 'sr engg', 'sr designer', 'sr developer', 'sr supervisor', 'sr project manager', 'sr technician', 'sr mgr', 'sr chemist', 'sr design engineer', 'sr buyer', 'sr sales manager', 'sr Consultant', 'sr programmer', 'sr sales officer', 'sr programmer analyst', 'sr systems analyst', 'sr operator', 'sr loan officer', 'sr recruiter', 'sr project engineer', 'sr clerk', 'sr accountmanager', 'sr beleidsmedewerker', 'sr communicatieadviseur', 'sr merchandiser', 'sr eng', 'sr csr', 'sr csa', 'sr java developer', 'sr Adviseur Informatiemanagement', 'sr software developer', 'sr sales', 'sr sous chef', 'sr system engineer', 'sr account executive', 'sr art director', 'sr projectmanager', 'sr business analyst', 'sr admin', 'sr director', 'sr teller', 'sr cdp', 'sr dba', 'sr advisor', 'sr underwriter', 'sr steward', 'sr network engineer', 'sr excutive', 'sr chef de partie', 'sr loan processor', 'sr captain', 'sr customer service rep', 'sr systems engineer', 'sr projectleider', 'sr rep', 'sr Projectmanager', 'sr secretary', 'sr lecturer', 'sr Account Manager', 'sr financial analyst', 'sr marketing executive', 'sr exec', 'sr process engineer', 'sr sales consultant', 'sr adviseur', 'sr process associate', 'sr engr', 'sr sales rep', 'sr cce', 'sr customer care executive', 'sr pastor', 'sr cse', 'Consultor sr', 'sr mechanic', 'sr web developer', 'sr software engg', 'sr processor', 'sr exe', 'sr scientist', 'sr specialist', 'sr graphic designer', 'sr software eng', 'sr Engineer', 'sr lab tech', 'sr travel consultant', 'sr area sales manager', 'sr site engineer', 'sr Business Consultant', 'sr mechanical engineer', 'sr hr executive', 'sr Manager', 'sr planner', 'comprador sr', 'sr CRA', 'sr sales engineer', 'sr copywriter', 'sr test engineer', 'sr communicatie adviseur', 'sr piping designer', 'sr sales excutive', 'sr agent', 'sr electrical engineer', 'sr HR adviseur']	Senior
SRS	['SRS', 'SRS II', 'SRS I']	Social Responsiveness Scale
Sr.US	['Sr.US IT Recruiter']	Senior US
Sr.VP	['Sr.VP']	Senior Vice President
SR.VP	['SR.VP', 'SR.VP']	Senior Vice President
(SSA)	['Star Selling Ambassador (SSA)']	(Star Selling Ambassador)
SSD	['SSD', 'SSD Firmware Engineer', 'SSD Technician', 'SSD Manager', 'SSD Validation Intern', 'SSD Product Engineer']	Solid State Drive
(SSE)	['Senior Software Engineer (SSE)']	(Senior Software Engineer)
SSgt.	['SSgt.']	Staff Sergeant (Ssgt.)
SSGX	['CTO/SVP, SSGX Software Solutions']	Chief Technology Officer/Senior Vice President
SSHE	['SSHE Advisor', 'SSHE Manager', 'SSHE Supervisor', 'SSHE Coordinator']	Safety, Security, Health & Environment
S.	['S. Manager', 'S. Manager', 'S. Accountant', 'S. Accountant', 'S. Engineer', 'S. Engineer', 'S. Officer', 'S. Officer', 'S. Consultant', 'S. Consultant']	Senior
SSr.	['Analista SSr.', 'Analista Contable SSr.']	Semi-Senior (SSr.)
Ssr.	['Analista Ssr.', 'Analista Funcional Ssr.', 'Analista Contable Ssr.', 'Tester Ssr.', 'Ssr. Java Developer', 'Analista Ssr. de Recursos Humanos', 'Ssr. Developer', 'Comprador Ssr.', 'Ssr. Software Engineer']	Semi-Senior (SSr.)
SSRS	['SSRS Developer', 'SSRS Report Developer', 'SSRS Consultant', 'SSRS Report Writer', 'SSRS Reports Developer', 'SSRS developer']	Sql Server Reporting Services
STAR	['STAR', 'STAR Scholar', 'STAR Ambassador', 'STAR Counselor', 'STAR Mentor', 'STAR Coordinator', 'STAR Agent', 'EPA STAR Fellow', 'STAR Intern', 'STAR Researcher', 'STAR Fellow', 'STAR Program Coordinator', 'STAR (Students Tackling Advanced Research) Scholar', 'STAR Consultant']	Students Tackling Advanced Research
STA	['STA', 'STA Engineer', 'STA Site Engineer', 'STA Program Engineer', 'STA Manager', 'STA Resident Engineer', 'STA engineer', 'Senior STA Engineer', 'STA Fellow']	Supplier Technical Assistance
STAY	['STAY AT HOME MOM']	Unemployed
STD	['STD Case Manager']	Short Term Disability
STEAM	['STEAM Coordinator', 'STEAM Teacher']	Science, Technology, Engineering, Art, and Mathematics
STEM	['STEM Ambassador', 'STEM Teacher', 'STEM Tutor', 'STEM Coordinator', 'STEM Instructor', 'STEM Educator', 'STEM Intern', 'STEM Mentor', 'STEM Specialist', 'STEM ambassador', 'STEM Consultant', 'STEM Director', 'STEM Coach', 'STEM Peer Mentor', 'STEM teacher', 'STEM Program Coordinator', 'STEM Leader', 'STEM Student Ambassador', 'STEM Facilitator', 'STEM Education Consultant', 'STEM tutor', 'STEM Scholar', 'STEM Program Manager', 'STEM', 'STEM Outreach Coordinator', 'STEM Fellow', 'STEM Assistant', 'Director of STEM', 'STEM Education Specialist', 'STEM Program Specialist', 'STEM Trainer', 'STEM Researcher', 'Director of STEM Education', 'STEM Education Intern', 'STEM Department Chair', 'STEM Camp Counselor', 'STEM Executive', 'STEM intern', 'STEM Curriculum Developer', 'STEM Counselor', 'Middle School STEM Teacher', 'Director of STEM Programs']	Science, Technology, Engineering and Mathematics
STEP	['STEP Intern', 'STEP Student', 'STEP', 'STEP Pharmacist', 'STEP Associate', 'STEP Trainee', 'STEP Coordinator', 'Vice President STEP', 'STEP Teacher', 'STEP Tutor', 'STEP Engineering Intern', 'STEP Mentor', 'STEP Employee']	Summer Trainee Engineering Program
STE	['STE', 'STE II', 'STE III', 'STE 2', 'Contract Software Test Engineer 2 - STE 2', 'STE 3']	Software Test Engineer
STOMP	['STOMP Fellow']	Student Teacher Outreach Mentorship Program
STR	['STR', 'STR Worker', 'STR worker']	Support Time Recovery
St.	['St. Joseph Hospital', 'St. Francis Hospital', "St. Joseph's Hospital", "St. Mary's Hospital", 'St. Louis', 'St. Louis, MO', 'St.', 'St. Regis Butler', "St. Luke's Hospital", 'St. Lukes Hospital']	Saint
S&T	['S&T Summer Analyst', 'S&T', 'S&T Technician', 'S&T Installer', 'S&T Advisor']	Science and Technology
Stud.	['Stud. jur.', 'Stud. Jur.', 'Stud. jur', 'Stud. Jur', 'Stud. Hilfskraft', 'Stud. Pharm']	Student
sub.	['sub. teacher']	Substitute
Sub.	['Sub. Teacher', 'Sub. teacher', 'Sub.']	Substitute
SUD	['SUD Counselor']	Substance Use Disorders
sup.	['sup.']	Superintendent (Sup.)
Supt.	['Supt.', 'Project Supt.', 'Asst. Supt.', 'General Supt.', 'Maintenance Supt.', 'Construction Supt.', 'Golf Course Supt.', 'Drilling Supt.', 'Electrical Supt.', 'Production Supt.', 'Supt. of Schools', 'Mechanical Supt.', 'Operations Supt.', 'Field Supt.', 'Assistant Supt.', 'Rig Supt.', 'Plant Supt.', 'Gen. Supt.', 'Piping Supt.']	Support
supt.	['supt.']	Superintendent (Supt.)
SUPT.	['SUPT.', 'SUPT.']	Superintendent
Supv.	['Supv.', 'Maint. Supv.', 'Maintenance Supv.']	Supervisor
supv.	['supv.']	Supervisor
SVC	['SVC Manager', 'SVC', 'SVC Info Developer']	Service Control Manager
SVP	['SVP', 'SVP Business Development', 'SVP Operations', 'SVP Marketing', 'SVP Sales', 'SVP Human Resources', 'SVP Finance', 'SVP Sales & Marketing', 'SVP & CFO', 'SVP Sales and Marketing', 'SVP Engineering', 'SVP Corporate Development', 'SVP Technology', 'Executive Assistant to SVP', 'SVP of Sales', 'SVP & CIO', 'SVP Creative Director', 'SVP Global Sales', 'SVP of Operations', 'SVP and CFO', 'SVP HR', 'SVP Product Management', 'SVP Client Services', 'SVP & General Counsel', 'SVP Product Development', 'SVP & General Manager', 'SVP Development', 'SVP & Chief Financial Officer', 'SVP Risk Management', 'SVP of Business Development', 'SVP and General Counsel', 'SVP of Marketing', 'SVP and Chief Financial Officer', 'SVP Group Account Director', 'SVP and General Manager', 'SVP Group Creative Director', 'SVP and CIO', 'SVP Account Director', 'SVP of Engineering', 'SVP & GM', 'SVP & Chief Information Officer', 'SVP & Controller', 'SVP Global Marketing', 'SVP Merchandising', 'SVP - Operations', 'SVP & Treasurer', 'SVP Supply Chain', 'SVP - Finance', 'SVP Commercial Banking', 'SVP Information Technology', 'SVP Regional Manager', 'SVP Product', 'SVP & COO', 'SVP of Technology', 'SVP Strategy', 'SVP Marketing & Sales', 'SVP Sales and Business Development', 'SVP Commercial Lending', 'SVP - Human Resources', 'SVP & Chief Marketing Officer', 'SVP - Business Development', 'SVP Managing Director', 'SVP Controller', 'SVP & CTO', 'SVP of Human Resources', 'SVP of Finance', 'SVP & Managing Director', 'SVP Group Director', 'SVP Sales & Business Development', 'SVP Global Operations', 'SVP Worldwide Sales', 'SVP International', 'SVP and Chief Information Officer', 'SVP Marketing & Business Development', 'SVP and Chief Marketing Officer', 'SVP Business Operations', 'SVP of Sales & Marketing', 'Assistant to SVP', 'SVP Retail Banking', 'SVP - Sales', 'SVP Media Director', 'SVP Professional Services', 'SVP Investments', 'SVP - Marketing', 'SVP Programming', 'SVP Products', 'SVP R&D', 'SVP of Sales and Marketing', 'SVP & Chief Operating Officer', 'CFO & SVP', 'SVP Management Supervisor', 'SVP EMEA', 'SVP Marketing and Business Development', 'SVP Capital Markets', 'SVP Executive Creative Director', 'SVP Corporate Finance', 'SVP & Chief Human Resources Officer', 'SVP IT', 'SVP and GM', 'SVP Production', 'SVP Corporate Communications', 'SVP General Manager', 'SVP Research', 'SVP of Product', 'SVP GMM', 'SVP CFO', 'SVP of Development', 'SVP Global Human Resources', 'SVP Strategy and Business Development', 'SVP Finance & Administration', 'SVP Global Business Development', 'SVP Commercial Operations', 'SVP - Controller', 'SVP & Chief Credit Officer', 'SVP Compliance', 'SVP CIO', 'SVP and Chief Operating Officer', 'SVP Strategic Planning', 'SVP - CFO', 'SVP and Treasurer', 'SVP - Sales & Marketing', 'SVP and Controller', 'SVP - Chief Financial Officer', 'SVP Finance & Operations', 'SVP / CIO', 'SVP Business Banking', 'SVP Chief Financial Officer', 'SVP Global Supply Chain', 'SVP Internal Audit', 'SVP Retail', 'SVP Global Sales & Marketing', 'SVP Commercial', 'SVP Communications', 'SVP Administration', 'SVP Strategic Marketing', 'CIO & SVP', 'SVP Strategic Development', 'SVP Europe', 'SVP Financial Services', 'SVP National Sales', 'SVP Corporate Banking', 'Administrative Assistant to SVP', 'SVP Strategic Accounts', 'SVP Creative', 'SVP National Sales Manager', 'SVP Strategy & Business Development', 'SVP & Corporate Controller', 'SVP and Managing Director', 'SVP Global Sales and Marketing', 'SVP Marketing and Sales', 'SVP - Commercial Banking', 'SVP Institutional Sales', 'SVP North America', 'SVP of Global Sales', 'SVP International Sales', 'SVP Marketing and Communications', 'SVP & Partner', 'SVP - Commercial Lending', 'SVP Information Systems', 'SVP & Chief Technology Officer', 'SVP National Accounts', 'SVP Strategic Business Development', 'SVP / CFO', 'SVP / Chief Information Officer', 'SVP & Manager', 'SVP and Chief Accounting Officer', 'SVP Assistant', 'Executive Assistant to the SVP', 'SVP Account Management', 'SVP Claims', 'SVP and Chief Human Resources Officer', 'SVP - Managing Director', 'SVP Strategic Alliances', 'SVP - Sales and Marketing', 'SVP Commercial Real Estate', 'SVP & Chief Compliance Officer', 'Managing Director, SVP', 'SVP Corporate Controller', 'SVP Design', 'SVP Manufacturing', 'SVP Corporate Strategy', 'SVP Lending', 'SVP Tax', 'SVP Global Services', 'SVP Innovation', 'SVP Strategic Partnerships', 'SVP Business Development & Marketing', 'SVP & Chief Medical Officer', 'SVP & Chief Actuary', 'SVP Creative Services', 'SVP - Information Technology', 'SVP Advertising Sales', 'SVP Customer Service', 'SVP Real Estate', 'SVP Asset Management', 'SVP Relationship Manager', 'SVP and Deputy General Counsel', 'SVP and CTO', 'SVP - Corporate Development', 'Creative Director, SVP', 'SVP Marketing Communications', 'SVP Research and Development', 'SVP and Associate General Counsel', 'SVP Group Media Director', 'SVP International Operations', 'SVP Engineering and Operations', 'SVP Digital', 'SVP Chief Credit Officer', 'SVP & Chief Administrative Officer', 'CFO and SVP', 'SVP Director of Operations', 'SVP Corporate Operations', 'SVP Media', 'SVP Sales and Operations', 'SVP / General Manager', 'SVP Business Affairs', 'SVP Treasurer', 'SVP Customer Experience', 'SVP Finance and Operations', 'SVP Consulting', 'SVP of Information Technology', 'SVP General Counsel', 'SVP Finance & Accounting', 'SVP Finance and CFO', 'SVP Chief Information Officer', 'SVP / Managing Director', 'SVP Worldwide Marketing', 'SVP Investor Relations', 'SVP Application Development', 'SVP Software Engineering', 'SVP of IT', 'SVP of Product Development', 'SVP of Product Management', 'SVP and Chief Technology Officer', 'SVP & Deputy General Counsel', 'SVP Americas', 'SVP Strategic Initiatives', 'SVP - Credit Administration', 'SVP - Risk Management', 'SVP Marketing & Communications', 'SVP Market Manager', 'Regional Manager, SVP', 'SVP WW Sales', 'SVP Customer Success', 'SVP - Investments', 'SVP & Regional Manager', 'SVP Chief Marketing Officer', 'SVP Branch Manager', 'SVP Regional Sales Manager', 'SVP Consulting Services', 'SVP Sales, North America', 'SVP - Capital Markets', 'SVP Procurement', 'SVP Associate Creative Director', 'Executive Assistant to SVP Sales', 'SVP & Chief Accounting Officer', 'SVP of HR', 'SVP Distribution', 'SVP Logistics', 'SVP Software Development', 'SVP Risk', 'Executive Assistant to SVP Human Resources', 'SVP & Associate General Counsel', 'SVP Sales Operations', 'SVP and Chief Actuary', 'SVP Market Development', 'SVP and Chief Medical Officer', 'SVP Institutional Equity Sales', 'SVP of Production', 'SVP Commercial Lender', 'SVP - Relationship Manager', 'SVP - Corporate Communications', 'SVP - Chief Information Officer', 'SVP and Senior Partner', 'SVP & Director', 'SVP & CHRO', 'SVP Client Development', 'SVP Operations and Technology', 'SVP of Investments', 'SVP Wealth Management', 'CTO & SVP', 'SVP Advertising', 'SVP Sales EMEA', 'SVP Program Management', 'SVP Finance and Administration', 'SVP Project Development', 'SVP Service Delivery', 'SVP Planning Director', 'SVP Marketing Services', 'CTO & SVP Engineering', 'Executive Assistant to SVP of Sales', 'SVP Corporate Services', 'SVP Consumer Marketing', 'SVP Client Solutions', 'SVP Clinical Operations', 'CFO / SVP', 'SVP - HR', 'SVP Quality', 'SVP New Business Development', 'SVP WW Field Operations', 'SVP Product Marketing', 'SVP Secondary Marketing', 'SVP Strategic Operations', 'SVP - Development', 'SVP and COO', 'SVP Finance & CFO', 'SVP Creative Advertising', 'CTO, SVP', 'SVP Client Service', 'SVP of Corporate Development', 'SVP - Regional Manager', 'SVP Technical Services', 'SVP Technical Operations', 'SVP / Creative Director', 'SVP Underwriting', 'SVP Global Sourcing', 'SVP Special Assets', 'SVP / GM', 'SVP Retail Sales', 'SVP - Technology', 'Managing Director and SVP', 'SVP of Marketing and Sales', 'SVP Digital Marketing', 'SVP / Chief Financial Officer', 'SVP and CHRO', 'SVP Ad Sales', 'SVP & Branch Manager', 'SVP Strategic Sales', 'SVP Asia Pacific', 'Executive Creative Director, SVP', 'SVP Corporate Relations', 'SVP - Chief Credit Officer', 'SVP Global Accounts', 'SVP International Business Development', 'SVP of Lending', 'SVP of Sales & Business Development', 'SVP of Sales and Business Development', 'SVP and Partner', 'SVP / CTO', 'SVP & Chief Risk Officer', 'Regional SVP', 'SVP Store Operations', 'SVP - Asset Management', 'Chief Information Officer, SVP', 'Retired SVP', 'SVP - Chief Risk Officer', 'SVP Corporate and Business Development', 'CIO and SVP', 'CFO, SVP', 'SVP & Relationship Manager']	Senior Vice President
S.V.P	['S.V.P', 'S.V.P']	Senior Vice President
SVQ	['SVQ Assessor']	Scottish Vocational Qualifications
SWAT	['SWAT', 'SWAT Operator', 'SWAT Team Leader', 'SWAT Specialist', 'SWAT Inventory Specialist', 'SWAT Team Member', 'SWAT Team', 'SWAT Officer', 'SWAT Commander', 'SWAT Medic', 'SWAT Expert', 'SWAT Coordinator']	Special Weapons And Tactics
SWBCF	['Winner of the SWBCF Spring Career Booster']	Student Women in Business, Consulting and Finance
SW/HW	['SW/HW Engineer']	Software / Hardware
Sw.	['Sw. Engineer', 'Sr. Sw. Engineer']	Software
S/W	['S/W Engineer', 'S/W Developer', 'Senior S/W Engineer', 'Sr. S/W Engineer', 'S/W engineer', 'S/W Engg', 'S/W', 'Sr S/W Engineer', 'S/W developer', 'S/W Engg.', 'S/W Consultant', 'S/W Eng', 'S/W Test Engineer', 'Senior S/W engineer', 'Principal S/W Engineer', 'Sr. S/W Developer', 'S/W engg', 'Sr. S/W Engg', 'Sr S/W Engg', 'Senior S/W Developer', 'Embedded S/W Engineer', 'S/W Engr', 'S/W Eng.', 'S/W Development Engineer', 'S/W Architect', 'Senior S/W Engg', 'Sr. S/W Engg.', 'S/W Development Manager', 'S/W Programmer', 'S/W Analyst', 'Lead S/W Engineer']	Software
SW	['SW Engineer', 'SW Developer', 'Senior SW Engineer', 'SW engineer', 'SW', 'SW developer', 'SW Designer', 'SW Test Engineer', 'Sr. SW Engineer', 'SW Design Engineer', 'SW Architect', 'SW Team Leader', 'Embedded SW Engineer', 'SW Project Manager', 'SW designer', 'SW Specialist', 'SW Development Engineer', 'Principal SW Engineer', 'SW Manager', 'Senior SW Developer', 'Senior SW engineer', 'SW Tester', 'SW Development Manager', 'SW Consultant', 'Sr SW Engineer', 'SW Engineering Manager', 'SW QA Engineer', 'Senior SW Designer', 'SW Quality Engineer', 'SW Eng', 'Staff SW Engineer', 'SW Test Manager', 'SW Project Leader', 'SW Regional Sales Manager', 'Senior SW Design Engineer', 'SW Program Manager', 'Senior SW Specialist', 'SW Intern', 'Lead SW Engineer', 'SW Analyst', 'SW Engg', 'RT Embedded SW Engineer', 'Senior SW developer', 'SW team leader', 'Embedded SW Developer', 'SW Development', 'SW Regional Manager', 'SW test engineer', 'SW Quality Manager', 'Senior SW Test Engineer', 'Specialist, SW', 'SW tester', 'SW Eng.', 'SW architect', 'Senior Embedded SW Engineer', 'Embedded SW engineer', 'SW specialist', 'SW Team leader', 'Design Engineer, SW', 'Contract SW Engineer', 'SW Entwickler', 'SW Engr', 'SW manager', 'Sr. SW Developer', 'HW & SW Engineer', 'SW Group Manager', 'Sr. Staff SW Engineer', 'Senior SW Architect', 'SW Verification Engineer', 'SW development', 'SW Programmer', 'SW Development Team Leader', 'SW development engineer', 'SW Team Lead', 'Sviluppatore SW', 'SW consultant', 'R&D SW Engineer', 'Senior Specialist, SW', 'SW Support Engineer', 'Director, SW Engineering', 'Senior SW Quality Engineer', 'SW design engineer', 'SW Validation Engineer', 'SW Sales Manager', 'DSP SW Engineer', 'Senior Staff SW Engineer', 'Senior SW designer', 'SW Integration Engineer', 'SW project manager', 'Principal SW Quality Engineer', 'SW Director', 'SW eng', 'Manager SW Development', 'Tecnico HW e SW', 'Sr. SW Test Engineer', 'Senior Design Engineer, SW', 'Senior Engineer, SW', 'SW Testing Engineer', 'Engineer, SW', 'SW Quality Assurance Engineer', 'SW PM', 'Junior SW Developer', 'SW Dev', 'SW QA', 'SW Configuration Manager', 'Principle SW Engineer', 'Junior SW Engineer', 'SW QA Manager', 'Embedded SW developer', 'Senior SW Project Manager', 'SW Application Engineer', 'Senior SW Development Engineer', 'Senior SW QA Engineer', 'SW Engineer II', 'SW programmer', 'SW Test Lead', 'SW Developper', 'Head of SW Development', 'SW Systems Engineer', 'SW Lead', 'SW Engineering', 'Ingeniero SW', 'SW Release Manager', 'SW Integrator', 'Sr. SW QA Engineer', 'SW System Engineer', 'RT SW Engineer', 'Senior SW Eng.', 'SW Development Team Lead', 'SW Account Manager', 'Ingeniero de SW', 'SW Student', 'SW Trainee', 'Senior SW Consultant', 'SW Supervisor', 'SW developper', 'SW Department Manager', 'Progettista SW', 'Sr. SW engineer', 'SW Engineer Intern', 'SW Design', 'Senior SW Manager', 'HW & SW Developer', 'Principal SW QA Engineer', 'SW intern', 'Sr SW engineer', 'SW analyst', 'Principal SW engineer', 'Associate SW Engineer', 'Director of SW Engineering', 'Manager, SW Development', 'HW and SW developer', 'HW and SW Engineer', 'SW Group Leader', 'SW project leader', 'SW Regional Director', 'Tester SW', 'SW student', 'SW Quality Analyst', 'Embedded SW Team Leader', 'SW Test Specialist', 'SW Product Development Manager', 'SW Senior Engineer', 'Sviluppo SW', 'Director, SW Development', 'System SW Engineer', 'SW II', 'Director of SW Development', 'Senior DSP SW Engineer', 'SW Territory Manager', 'SW Test engineer', 'SW System Architect', 'Lead SW Developer', 'Associate SW Quality Engineer', 'Sr. SW Design Engineer', 'Sr SW Developer', 'SW Integration Manager', 'RT SW engineer', 'Consultant SW Engineer', 'Director SW Development', 'SW Area Manager', 'SW Engineer 2', 'Sr SW Quality Engineer', 'Senior SW Integration Engineer', 'Embedded SW Designer', 'SW Quality Assurance', 'Junior SW developer', 'Senior Manager, SW Development', 'Sr. Embedded SW Engineer', 'Staff SW engineer', 'Design Engineer SW', 'Embedded SW Consultant', 'SW Support Technical Consultant']	Software
S.W.	['S.W.', 'S.W.']	Software
(TAC)	['Customer Support Engineer (TAC)']	(Technical Assistance Centre)
TAC	['TAC Engineer', 'TAC', 'Cisco TAC Engineer', 'TAC Manager', 'TAC Officer', 'TAC Specialist', 'TAC engineer', 'TAC Analyst', 'TAC Support Engineer', 'TAC Supervisor', 'TAC Technician', 'Cisco TAC', 'TAC Agent', 'Senior TAC Engineer', 'TAC Network Engineer', 'TAC Network Specialist', 'Cisco TAC engineer', 'Customer Support Engineer - Cisco TAC', 'TAC Coordinator', 'Juniper TAC Engineer', 'Sr. TAC Engineer', 'TAC NCO', 'Cisco TAC Support Engineer', 'Wireless TAC Engineer']	Technical Assistance Center
T̩c.	['T\xc3\xa9c. Seguran\xc3\xa7a do Trabalho', 'T\xc3\xa9c. de Seguran\xc3\xa7a do Trabalho', 'T\xc3\xa9c. em Seguran\xc3\xa7a do Trabalho', 'T\xc3\xa9c. Seg. Trabalho', 'T\xc3\xa9c. Inform\xc3\xa1tica', 'T\xc3\xa9c. Seg. do Trabalho', 'T\xc3\xa9c. de Enfermagem', 'T\xc3\xa9c. Enfermagem', 'T\xc3\xa9c. de Planejamento', 'T\xc3\xa9c. Planejamento', 'T\xc3\xa9c. Edifica\xc3\xa7\xc3\xb5es', 'T\xc3\xa9c. em Edifica\xc3\xa7\xc3\xb5es', 'T\xc3\xa9c. de Seg. do Trabalho', 'T\xc3\xa9c. Administrativo', 'T\xc3\xa9c. Enfermagem do Trabalho', 'T\xc3\xa9c. Eletr\xc3\xb4nico', 'T\xc3\xa9c. Meio Ambiente', 'T\xc3\xa9c. Mec\xc3\xa2nico', 'T\xc3\xa9c. de Inform\xc3\xa1tica', 'T\xc3\xa9c. em Meio Ambiente', 'T\xc3\xa9c. Manuten\xc3\xa7\xc3\xa3o', 'T\xc3\xa9c. em Inform\xc3\xa1tica', 'T\xc3\xa9c. de Enfermagem do Trabalho', 'T\xc3\xa9c. Laborat\xc3\xb3rio', 'T\xc3\xa9c. em Enfermagem', 'T\xc3\xa9c. Qualidade', 'T\xc3\xa9c. Seguran\xc3\xa7a Trabalho', 'T\xc3\xa9c. Seguran\xc3\xa7a', 'T\xc3\xa9c. Instrumenta\xc3\xa7\xc3\xa3o', 'T\xc3\xa9c. Eletrot\xc3\xa9cnico', 'T\xc3\xa9c. Agr\xc3\xadcola', 'T\xc3\xa9c. Materiais', 'T\xc3\xa9c. Telecom', 'T\xc3\xa9c. em Seg. do Trabalho', 'T\xc3\xa9c. de Suporte', 'T\xc3\xa9c. Telecomunica\xc3\xa7\xc3\xb5es', 'T\xc3\xa9c. Radiologia', 'T\xc3\xa9c. Qu\xc3\xadmica', 'T\xc3\xa9c. Ambiental', 'T\xc3\xa9c. Suporte', 'T\xc3\xa9c. em Eletrot\xc3\xa9cnica', 'T\xc3\xa9c. em enfermagem', 'T\xc3\xa9c. enfermagem', 'T\xc3\xa9c. Seguran\xc3\xa7a no Trabalho', 'T\xc3\xa9c. em Instrumenta\xc3\xa7\xc3\xa3o', 'Aux. T\xc3\xa9c. de Planejamento', 'T\xc3\xa9c. Informatica', 'T\xc3\xa9c. em Eletr\xc3\xb4nica']	Tecnico
TAM	['TAM', 'TAM Associate', 'TAM (Technical Account Manager)', 'TAM Coordinator', 'TAM - Technical Account Manager']	Technical Account Manager
TAP	['TAP Supervisor', 'TAP Master Teacher', 'TAP', 'TAP Associate', 'TAP Facilitator', 'TAP Merchandise Flow Supervisor', 'TAP Mentor Teacher', 'TAP Merchandising Supervisor', 'TAP Category Supervisor', 'TAP Selling Supervisor', 'Animatrice TAP', 'TAP Intern']	Teacher Advancement Program
TASC	['TASC Specialist', 'TASC Care Manager']	Treatment Accountability for Safer Communities
TAS	['TAS Manager', 'TAS', 'TAS Intern', 'TAS Teacher', 'TAS Probationer', 'TAS Officer', 'TAS Engineer', 'TAS teacher', 'TAS Summer Intern', 'TAS Agent']	Technological and Applied Studies
TA	['TA', 'Chemistry TA', 'Undergraduate TA', 'Lab TA', 'Computer Science TA', 'Graduate TA', 'Physics TA', 'SEN TA', 'TA Coordinator', 'Organic Chemistry TA', 'Chemistry Lab TA', 'Biology TA', 'Organic Chemistry Lab TA', 'Spanish TA', 'Physics Lab TA', 'TA Manager', 'Math TA', 'TA Specialist', 'French TA', 'Special Education TA', 'Lead TA', 'General Chemistry TA', 'General Chemistry Lab TA', 'Mathematics TA', 'TA (Teaching Assistant)', 'TA Planner', 'Statistics TA', 'Anatomy TA', 'Biology Lab TA', 'Senior TA', 'TA Consultant', 'Electrical TA', 'Accounting TA', 'Controls TA', 'Laboratory TA', 'Kindergarten TA', 'English TA', 'Student TA', 'Mechanical TA', 'TA Administrator', 'Microbiology TA', 'Head TA', 'Volunteer TA', 'Lighting TA', 'TA Associate', 'Microbiology Lab TA', 'Economics TA', 'Peer TA', 'Calypso TA', 'Control TA', 'Assistant TA', 'Machine Shop TA', 'Calculus TA', 'Geology TA', 'Anatomy Lab TA', 'TA Supervisor', 'EC TA', 'Research Assistant and TA', 'Genetics TA', 'TA II', 'Finance TA', 'TA Officer', 'Animation TA', 'Supply TA', 'Marketing TA', 'TA Engineer', 'RA & TA', 'Graduate Student and TA', 'TA & RA', 'Summer School TA', 'German TA', 'Undergraduate Lab TA', 'Computer Science Lab TA', 'Photography TA', 'Biochemistry TA', 'Management 100 TA', 'Graduate Student TA', 'Special Ed TA', 'TA Assistant', 'Community TA', 'EAL TA', 'Financial Accounting TA', 'TA mission', 'Instructor / TA', 'TA Intern', 'Technology TA', 'TA and Grader', 'Game Design TA', 'Astronomy TA', 'Computer Lab TA', 'Physiology TA', 'Post Production TA', 'TA SEN', 'Anatomy and Physiology TA', 'Music Theory TA', 'Tutor and TA', 'Math Lab TA', 'Substitute TA']	Teaching Assistant
T.A.	['T.A.', 'T.A.', 'Graduate T.A.', 'Graduate T.A.', 'Lab T.A.', 'Lab T.A.']	Teaching Assistant
T/A	['T/A', 'T/A Planner', 'T/A Coordinator', 'Electrical T/A', 'Mechanical T/A']	Technical Analysis ?
T.A	['T.A', 'T.A']	Teaching Assistant
t.a.	['t.a.']	Teaching Assistant
TBD	['TBD', 'TBD Sales Associate']	Transportation Benefit District
TBM	['TBM', 'TBM Operator', 'TBM operator', 'TBM Engineer', 'TBM Shift Engineer', 'TBM OPERATOR', 'TBM Mechanic', 'TBM Electrician', 'TBM mechanic', 'Operador TBM', 'TBM Superintendent', 'TBM Mechanical Supervisor', 'TBM Manager', 'TBM Supervisor', 'TBM Mechanical Engineer', 'TBM Foreman', 'TBM MECHANIC', 'TBM Fitter', 'TBM Electrical Supervisor', 'TBM Pilot']	Tunnel Boring Machine
TBS	['TBS Coach', 'TBS', 'TBS Specialist', 'TBS Clinician']	Therapeutic Behavioral Services
TCB	['TCB Associate', 'TCB']	The Complete Banker
